timestamp,solving_id,question_id,user_answer,user_id,elapsed_time_seconds
2019-08-22 13:07:02.897000+00:00,137,q5786,d,u1,64.0
2019-08-22 13:08:54.945000+00:00,138,q9477,b,u1,56.0
2019-08-22 13:11:05.517000+00:00,139,q4031,b,u1,76.0
2019-08-22 13:13:16.937000+00:00,140,q5774,a,u1,88.0
2019-08-22 13:14:15.945000+00:00,141,q5060,c,u1,33.0
2019-08-22 13:15:11.815000+00:00,142,q17284,d,u1,28.0
2019-08-22 13:16:17.267000+00:00,143,q6378,d,u1,48.0
2019-08-22 13:17:34.280000+00:00,144,q4528,c,u1,52.0
2019-08-22 13:19:16.374000+00:00,145,q5682,c,u1,67.0
2019-08-22 13:20:29.356000+00:00,146,q5899,c,u1,32.0
2019-08-24 13:57:30.670000+00:00,147,q555,a,u1,22.0
2019-08-24 13:59:26.546000+00:00,148,q749,b,u1,20.0
2019-08-24 14:01:03.279000+00:00,149,q237,c,u1,26.0
2019-08-24 14:02:56.873000+00:00,150,q380,b,u1,23.0
2019-08-24 14:05:08.317000+00:00,151,q1310,c,u1,21.0
2019-08-24 14:06:56.931000+00:00,152,q945,a,u1,20.0
2019-08-24 14:09:12.431000+00:00,153,q754,c,u1,21.0
2019-08-24 14:11:05.760000+00:00,154,q667,b,u1,40.0
2019-08-24 14:13:20.171000+00:00,155,q1062,c,u1,26.0
2019-08-24 14:14:24.945000+00:00,156,q600,b,u1,21.0
2019-08-25 13:24:12.169000+00:00,157,q523,c,u1,18.0
2019-08-25 13:25:12.607000+00:00,158,q469,c,u1,19.0
2019-08-25 13:26:51.724000+00:00,159,q1049,b,u1,19.0
2019-08-25 13:28:34.652000+00:00,160,q1340,a,u1,21.0
2019-08-25 13:30:27.528000+00:00,161,q243,a,u1,24.0
2019-08-25 13:32:42.124000+00:00,162,q729,c,u1,23.0
2019-08-25 13:34:45.365000+00:00,163,q1395,a,u1,25.0
2019-08-25 13:36:52.048000+00:00,164,q1383,b,u1,20.0
2019-08-25 13:38:41.497000+00:00,165,q802,b,u1,17.0
2019-08-25 13:39:58.275000+00:00,166,q870,b,u1,22.0
2019-08-25 21:37:22.752000+00:00,167,q5838,d,u1,35.0
2019-08-25 21:37:54.781000+00:00,168,q4202,b,u1,20.0
2019-08-25 21:39:02.687000+00:00,169,q5392,a,u1,31.0
2019-08-25 21:39:45.012000+00:00,170,q9455,d,u1,24.0
2019-08-25 21:40:45.048000+00:00,171,q5763,b,u1,34.0
2019-08-25 21:42:21.632000+00:00,172,q8692,a,u1,57.0
2019-08-25 21:43:46.382000+00:00,173,q6497,d,u1,57.0
2019-08-25 21:45:30.012000+00:00,174,q8758,b,u1,59.0
2019-08-25 21:47:46.473000+00:00,175,q6401,a,u1,28.0
2019-08-25 21:48:25.559000+00:00,176,q5243,a,u1,13.0
2019-08-26 08:15:03.525000+00:00,177,q5039,b,u1,23.0
2019-08-26 08:16:08.945000+00:00,178,q9777,b,u1,16.0
2019-08-26 08:17:21.912000+00:00,179,q4001,a,u1,48.0
2019-08-26 08:19:34.043000+00:00,180,q6075,a,u1,58.0
2019-08-26 08:20:24.178000+00:00,181,q4402,a,u1,19.0
2019-08-26 08:23:35.821000+00:00,182,q8373,c,u1,162.0
2019-08-26 08:25:38.850000+00:00,183,q5311,d,u1,55.0
2019-08-26 08:27:55.134000+00:00,184,q4474,b,u1,92.0
2019-08-26 08:29:33.252000+00:00,185,q6431,b,u1,45.0
2019-08-26 08:31:13.846000+00:00,186,q3843,c,u1,41.0
2019-08-26 13:16:48.375000+00:00,187,q552,b,u1,12.0
2019-08-26 13:19:11.851000+00:00,188,q858,b,u1,20.0
2019-08-26 13:32:54.906000+00:00,189,q477,b,u1,20.0
2019-08-26 13:34:37.072000+00:00,190,q764,b,u1,19.0
2019-08-26 13:36:02.545000+00:00,191,q1149,a,u1,20.0
2019-08-26 21:47:21.583000+00:00,192,q6543,a,u1,56.0
2019-08-26 21:51:12.978000+00:00,193,q5075,d,u1,59.0
2019-08-26 21:52:47.080000+00:00,194,q5452,b,u1,26.0
2019-08-26 21:54:18.417000+00:00,195,q8955,b,u1,34.0
2019-08-26 21:56:01.170000+00:00,196,q5652,c,u1,75.0
2019-08-27 13:07:23.285000+00:00,197,q4539,a,u1,48.0
2019-08-27 13:08:45.785000+00:00,198,q3728,a,u1,43.0
2019-08-27 13:09:54.801000+00:00,199,q17291,b,u1,37.0
2019-08-27 13:10:59.552000+00:00,200,q5315,a,u1,51.0
2019-08-27 13:12:02.268000+00:00,201,q4925,c,u1,26.0
2019-08-28 13:08:46.360000+00:00,202,q1319,b,u1,19.0
2019-08-28 13:10:45.253000+00:00,203,q897,b,u1,19.0
2019-08-28 13:12:33.116000+00:00,204,q1186,b,u1,17.0
2019-08-28 13:14:24.650000+00:00,205,q1157,a,u1,17.0
2019-08-28 13:16:37.481000+00:00,206,q591,c,u1,24.0
2019-08-29 13:58:42.182000+00:00,207,q3788,d,u1,21.0
2019-08-29 14:00:22.806000+00:00,208,q17262,d,u1,64.0
2019-08-29 21:33:23.823000+00:00,209,q5361,c,u1,20.0
2019-08-29 21:43:34.757000+00:00,210,q5294,d,u1,16.0
2019-08-29 21:44:08.137000+00:00,211,q3691,a,u1,23.0
2019-08-29 21:46:11.816000+00:00,212,q17151,b,u1,90.0
2019-08-29 21:47:58.481000+00:00,213,q4790,b,u1,34.0
2019-08-29 21:49:55.963000+00:00,214,q6059,c,u1,87.0
2019-08-29 21:51:18.770000+00:00,215,q6156,b,u1,38.0
2019-08-29 21:53:42.838000+00:00,216,q17213,b,u1,84.0
2019-08-30 04:33:51.713000+00:00,217,q104,b,u1,63.0
2019-08-30 04:37:53.125000+00:00,218,q1724,c,u1,39.0
2019-08-30 04:37:53.135000+00:00,218,q1722,a,u1,39.0
2019-08-30 04:37:53.167000+00:00,218,q1723,a,u1,39.0
2019-08-30 04:46:28.553000+00:00,219,q10649,a,u1,57.5
2019-08-30 04:46:28.553000+00:00,219,q10648,b,u1,57.5
2019-08-30 04:46:28.557000+00:00,219,q10647,d,u1,57.5
2019-08-30 04:46:28.587000+00:00,219,q10646,c,u1,57.5
2019-08-30 04:46:51.742000+00:00,219,q10647,d,u1,4.75
2019-08-30 04:46:51.879000+00:00,219,q10646,c,u1,4.75
2019-08-30 04:46:51.880000+00:00,219,q10648,b,u1,4.75
2019-08-30 04:46:51.906000+00:00,219,q10649,a,u1,4.75
2019-08-30 05:03:55.225000+00:00,220,q10029,b,u1,19.0
2019-08-30 07:14:52.849000+00:00,221,q10020,b,u1,30.0
2019-08-30 07:18:19.948000+00:00,222,q1738,a,u1,48.333
2019-08-30 07:18:19.972000+00:00,222,q1737,b,u1,48.333
2019-08-30 07:18:20.048000+00:00,222,q1739,a,u1,48.333
2019-08-30 07:30:39.423000+00:00,223,q1456,a,u1,44.333
2019-08-30 07:30:39.562000+00:00,223,q1455,c,u1,44.333
2019-08-30 07:30:39.563000+00:00,223,q1457,b,u1,44.333
2019-08-30 07:34:50.173000+00:00,224,q10026,b,u1,32.0
2019-08-30 07:35:45.584000+00:00,225,q10033,a,u1,32.0
2019-08-30 07:38:15.892000+00:00,226,q1729,b,u1,34.333
2019-08-30 07:38:16.019000+00:00,226,q1730,b,u1,34.333
2019-08-30 07:38:16.024000+00:00,226,q1728,b,u1,34.333
2019-08-30 07:41:45.066000+00:00,227,q1002,b,u1,51.0
2019-08-30 07:44:05.308000+00:00,228,q1361,c,u1,57.0
2019-08-30 07:45:49.311000+00:00,229,q1247,a,u1,47.0
2019-08-30 07:48:59.421000+00:00,230,q1515,d,u1,41.666
2019-08-30 07:48:59.595000+00:00,230,q1516,d,u1,41.666
2019-08-30 07:48:59.609000+00:00,230,q1517,d,u1,41.666
2019-08-30 09:23:13.340000+00:00,231,q10045,a,u1,300.0
2019-08-30 09:27:21.136000+00:00,232,q1779,a,u1,36.666
2019-08-30 09:27:21.284000+00:00,232,q1781,b,u1,36.666
2019-08-30 09:27:21.293000+00:00,232,q1780,c,u1,36.666
2019-08-31 22:03:00.575000+00:00,233,q11835,c,u1,42.25
2019-08-31 22:03:00.623000+00:00,233,q11837,d,u1,42.25
2019-08-31 22:03:00.646000+00:00,233,q11838,b,u1,42.25
2019-08-31 22:03:00.708000+00:00,233,q11836,a,u1,42.25
2019-09-01 13:41:14.793000+00:00,234,q1885,a,u1,49.666
2019-09-01 13:41:14.834000+00:00,234,q1886,a,u1,49.666
2019-09-01 13:41:14.894000+00:00,234,q1884,c,u1,49.666
2019-09-01 13:46:19.999000+00:00,235,q2357,a,u1,38.0
2019-09-01 13:46:20.018000+00:00,235,q2355,b,u1,38.0
2019-09-01 13:46:20.034000+00:00,235,q2356,c,u1,38.0
2019-09-01 13:51:32.524000+00:00,236,q2526,a,u1,36.666
2019-09-01 13:51:32.547000+00:00,236,q2528,c,u1,36.666
2019-09-01 13:51:32.552000+00:00,236,q2527,b,u1,36.666
2019-09-01 13:55:52.874000+00:00,237,q1927,b,u1,35.666
2019-09-01 13:55:52.886000+00:00,237,q1928,b,u1,35.666
2019-09-01 13:55:52.899000+00:00,237,q1926,d,u1,35.666
2019-09-01 14:00:32.948000+00:00,238,q2542,d,u1,30.0
2019-09-01 14:00:32.962000+00:00,238,q2541,a,u1,30.0
2019-09-01 14:00:32.984000+00:00,238,q2543,a,u1,30.0
2019-09-02 13:18:00.575000+00:00,239,q3114,a,u1,51.666
2019-09-02 13:18:00.627000+00:00,239,q3115,a,u1,51.666
2019-09-02 13:18:00.636000+00:00,239,q3116,a,u1,51.666
2019-09-02 13:23:12.285000+00:00,240,q3190,b,u1,43.0
2019-09-02 13:23:12.311000+00:00,240,q3191,a,u1,43.0
2019-09-02 13:23:12.321000+00:00,240,q3189,b,u1,43.0
2019-09-02 13:27:05.963000+00:00,241,q3121,d,u1,34.666
2019-09-02 13:27:05.969000+00:00,241,q3120,b,u1,34.666
2019-09-02 13:27:06.004000+00:00,241,q3122,d,u1,34.666
2019-09-02 13:33:18.153000+00:00,242,q2617,a,u1,39.666
2019-09-02 13:33:18.248000+00:00,242,q2618,c,u1,39.666
2019-09-02 13:33:19.156000+00:00,242,q2616,c,u1,39.666
2019-09-02 21:47:19.046000+00:00,243,q3004,a,u1,32.666
2019-09-02 21:47:19.052000+00:00,243,q3005,a,u1,32.666
2019-09-02 21:47:19.103000+00:00,243,q3003,a,u1,32.666
2019-09-02 21:51:08.206000+00:00,244,q2829,d,u1,37.0
2019-09-02 21:51:08.221000+00:00,244,q2831,a,u1,37.0
2019-09-02 21:51:08.313000+00:00,244,q2830,b,u1,37.0
2019-09-02 21:55:17.304000+00:00,245,q3514,a,u1,41.333
2019-09-02 21:55:17.322000+00:00,245,q3515,d,u1,41.333
2019-09-02 21:55:17.331000+00:00,245,q3513,c,u1,41.333
2019-09-02 21:59:10.116000+00:00,246,q3335,a,u1,36.666
2019-09-02 21:59:10.143000+00:00,246,q3334,a,u1,36.666
2019-09-02 21:59:10.276000+00:00,246,q3333,c,u1,36.666
2019-09-02 23:12:04.688000+00:00,247,q2898,b,u1,249.666
2019-09-02 23:12:04.689000+00:00,247,q2899,a,u1,249.666
2019-09-02 23:12:04.852000+00:00,247,q2900,a,u1,249.666
2019-09-03 13:01:06.928000+00:00,248,q1704,a,u1,36.666
2019-09-03 13:01:06.940000+00:00,248,q1705,b,u1,36.666
2019-09-03 13:01:06.976000+00:00,248,q1706,d,u1,36.666
2019-09-03 13:06:01.770000+00:00,249,q2263,b,u1,41.333
2019-09-03 13:06:01.811000+00:00,249,q2262,b,u1,41.333
2019-09-03 13:06:01.867000+00:00,249,q2264,a,u1,41.333
2019-09-03 13:09:42.748000+00:00,250,q2233,d,u1,35.0
2019-09-03 13:09:42.799000+00:00,250,q2234,c,u1,35.0
2019-09-03 13:09:42.811000+00:00,250,q2232,a,u1,35.0
2019-09-03 13:13:52.083000+00:00,251,q1980,c,u1,39.333
2019-09-03 13:13:52.109000+00:00,251,q1981,c,u1,39.333
2019-09-03 13:13:52.135000+00:00,251,q1982,b,u1,39.333
2019-09-03 13:19:30.332000+00:00,252,q1760,a,u1,41.0
2019-09-03 13:19:30.359000+00:00,252,q1759,d,u1,41.0
2019-09-03 13:19:30.395000+00:00,252,q1758,b,u1,41.0
2019-09-03 13:23:33.783000+00:00,253,q485,b,u1,21.0
2019-09-03 13:25:34.968000+00:00,254,q150,c,u1,26.0
2019-09-03 13:26:30.405000+00:00,255,q698,b,u1,25.0
2019-09-03 13:27:40.871000+00:00,256,q668,c,u1,19.0
2019-09-03 13:29:01.508000+00:00,257,q850,b,u1,21.0
2019-09-03 13:30:20.484000+00:00,258,q555,b,u1,28.0
2019-09-03 13:31:25.871000+00:00,259,q749,a,u1,23.0
2019-09-03 13:32:26.928000+00:00,260,q1310,c,u1,19.0
2019-09-03 13:33:44.777000+00:00,261,q754,a,u1,20.0
2019-09-03 13:34:47.926000+00:00,262,q667,c,u1,18.0
2019-09-03 13:39:17.517000+00:00,263,q600,c,u1,19.0
2019-09-03 13:40:23.374000+00:00,264,q243,c,u1,18.0
2019-09-03 13:41:34.585000+00:00,265,q729,c,u1,22.0
2019-09-03 13:42:46.673000+00:00,266,q1149,b,u1,16.0
2019-09-03 13:43:25.185000+00:00,267,q1319,c,u1,16.0
2019-09-05 21:51:55.662000+00:00,268,q7016,a,u1,118.4
2019-09-05 21:51:55.683000+00:00,268,q7013,d,u1,118.4
2019-09-05 21:51:55.716000+00:00,268,q7015,c,u1,118.4
2019-09-05 21:51:55.721000+00:00,268,q7017,c,u1,118.4
2019-09-05 21:51:55.721000+00:00,268,q7014,b,u1,118.4
2019-09-05 22:01:35.371000+00:00,269,q7612,a,u1,107.6
2019-09-05 22:01:35.392000+00:00,269,q7608,c,u1,107.6
2019-09-05 22:01:35.424000+00:00,269,q7610,a,u1,107.6
2019-09-05 22:01:35.434000+00:00,269,q7611,b,u1,107.6
2019-09-05 22:01:38.518000+00:00,269,q7609,d,u1,107.6
2019-09-07 21:51:28.447000+00:00,270,q7461,a,u1,71.8
2019-09-07 21:51:28.459000+00:00,270,q7460,b,u1,71.8
2019-09-07 21:51:28.490000+00:00,270,q7463,b,u1,71.8
2019-09-07 21:51:28.497000+00:00,270,q7464,d,u1,71.8
2019-09-07 21:51:28.723000+00:00,270,q7462,d,u1,71.8
2019-09-07 22:03:37.847000+00:00,271,q7887,d,u1,106.6
2019-09-07 22:03:37.866000+00:00,271,q7888,b,u1,106.6
2019-09-07 22:03:37.894000+00:00,271,q7890,a,u1,106.6
2019-09-07 22:03:37.930000+00:00,271,q7889,d,u1,106.6
2019-09-07 22:03:37.957000+00:00,271,q7886,c,u1,106.6
2019-09-07 22:16:32.695000+00:00,272,q7523,b,u1,127.2
2019-09-07 22:16:32.709000+00:00,272,q7524,a,u1,127.2
2019-09-07 22:16:32.721000+00:00,272,q7521,b,u1,127.2
2019-09-07 22:16:32.772000+00:00,272,q7522,c,u1,127.2
2019-09-07 22:16:32.810000+00:00,272,q7520,a,u1,127.2
2019-09-08 21:41:42.667000+00:00,273,q5012,b,u1,33.0
2019-09-08 21:42:48.729000+00:00,274,q4829,c,u1,28.0
2019-09-08 21:44:28.913000+00:00,275,q6528,c,u1,77.0
2019-09-08 21:47:01.621000+00:00,276,q4793,b,u1,62.0
2019-09-08 21:49:07.847000+00:00,277,q5049,a,u1,79.0
2019-09-08 21:50:42.864000+00:00,278,q17211,c,u1,74.0
2019-09-08 21:52:08.184000+00:00,279,q4760,a,u1,47.0
2019-09-08 21:53:44.100000+00:00,280,q3911,d,u1,45.0
2019-09-08 21:55:24.984000+00:00,281,q17122,b,u1,60.0
2019-09-08 21:56:59.780000+00:00,282,q5071,b,u1,65.0
2019-09-08 21:58:04.231000+00:00,283,q9724,c,u1,26.0
2019-09-08 21:59:01.256000+00:00,284,q3791,d,u1,39.0
2019-09-10 13:32:27.501000+00:00,285,q61,c,u1,29.0
2019-09-10 13:33:58.067000+00:00,286,q172,c,u1,25.0
2019-09-10 13:35:08.616000+00:00,287,q8057,c,u1,26.0
2019-09-10 13:36:46.993000+00:00,288,q8143,a,u1,29.0
2019-09-10 13:38:15.756000+00:00,289,q135,b,u1,25.0
2019-09-10 13:40:17.085000+00:00,290,q8108,d,u1,24.0
2019-09-10 13:58:33.951000+00:00,291,q3156,b,u1,1.333
2019-09-10 13:58:33.953000+00:00,291,q3157,b,u1,1.333
2019-09-10 13:58:33.997000+00:00,291,q3158,d,u1,1.333
2019-09-10 14:01:44.854000+00:00,292,q2954,d,u1,0.666
2019-09-10 14:01:44.862000+00:00,292,q2953,d,u1,0.666
2019-09-10 14:01:45.016000+00:00,292,q2952,a,u1,0.666
2019-09-10 14:05:14.070000+00:00,293,q3397,a,u1,37.333
2019-09-10 14:05:14.076000+00:00,293,q3396,c,u1,37.333
2019-09-10 14:05:14.080000+00:00,293,q3398,d,u1,37.333
2019-09-10 14:08:16.511000+00:00,294,q3460,c,u1,6.666
2019-09-10 14:08:16.527000+00:00,294,q3459,b,u1,6.666
2019-09-10 14:08:17.268000+00:00,294,q3461,a,u1,6.666
2019-09-10 14:10:33.394000+00:00,295,q2640,c,u1,9.0
2019-09-10 14:10:33.415000+00:00,295,q2641,b,u1,9.0
2019-09-10 14:10:33.422000+00:00,295,q2642,a,u1,9.0
2019-09-10 22:48:30.417000+00:00,296,q10640,d,u1,51.75
2019-09-10 22:48:30.437000+00:00,296,q10641,a,u1,51.75
2019-09-10 22:48:30.494000+00:00,296,q10639,a,u1,51.75
2019-09-10 22:48:30.554000+00:00,296,q10638,a,u1,51.75
