question_id,attempts,success_rate,avg_time,median_time,time_std,success_z,time_z,difficulty
q10125,16,0.5,24.75,21.0,13.601470508735442,-1.4075874586454244,-0.10908637869093214,1.2985010799544923
q10126,9,0.8888888888888888,21.444444444444443,21.0,3.9405301391789624,0.7640243768759905,-0.385583398898711,-1.1496077757747014
q10127,18,0.5555555555555556,30.055555555555557,26.5,19.6393129813414,-1.0973571964280793,0.3347029562644104,1.4320601526924897
q10128,20,0.5,25.8,25.0,14.627299639265004,-1.4075874586454244,-0.021257913448461185,1.3863295451969633
q10129,13,0.6153846153846154,25.846153846153847,24.0,14.170663086379983,-0.763263067886323,-0.01739732156967127,0.7458657463166518
q1013,26,1.0,15.76923076923077,16.5,3.5699601376787653,1.3844849013106808,-0.8602932151054725,-2.2447781164161533
q10130,11,0.6363636363636364,27.0,22.0,26.256427784449276,-0.6461131786573958,0.07911747540007692,0.7252306540574728
q10131,18,0.6666666666666666,25.5,19.5,20.68318441746964,-0.4768966719933896,-0.046351760660595785,0.4305449113327938
q10132,16,0.875,19.6875,20.0,7.837676101158215,0.6864668113216544,-0.5325450503957025,-1.219011861717357
q10133,12,0.4166666666666667,36.083333333333336,30.5,26.26943724812797,-1.8729328519714419,0.8389034048785953,2.711836256850037
q10134,15,0.8,18.2,19.0,7.7570244663420125,0.26765595732823894,-0.656968709489203,-0.924624666817442
q10135,13,0.8461538461538461,20.692307692307693,21.0,12.691103283958514,0.5253857136318791,-0.4484967480345467,-0.9738824616664259
q10136,13,0.3076923076923077,27.692307692307693,28.0,8.310481488102994,-2.4814614432439264,0.13702635358192597,2.6184877968258524
q10137,17,0.7058823529411765,19.0,18.0,6.999999999999999,-0.25791060454585146,-0.5900517835901775,-0.33214117904432605
q10138,16,0.8125,15.6875,13.5,6.415800807381726,0.3374577663271413,-0.8671296798908298,-1.204587446217971
q10139,13,0.5384615384615384,34.46153846153846,28.0,23.16828070378186,-1.1928126617257242,0.7032464958044488,1.896059157530173
q1014,37,0.8108108108108109,18.54054054054054,18.0,2.4675065528967877,0.328025089435398,-0.6284838018429962,-0.9565088912783942
q10140,16,0.5625,23.8125,18.0,19.82328176665004,-1.0585784136509113,-0.1875046512288526,0.8710737624220587
q10141,9,1.0,17.11111111111111,17.0,3.4075080500434782,1.3844849013106808,-0.7480500808517654,-2.132534982162446
q10142,15,0.7333333333333333,21.066666666666666,17.0,9.844989056561186,-0.10462035733257564,-0.4171830583510285,-0.31256270101845285
q10143,10,0.8,31.5,30.5,14.009917122445007,0.26765595732823894,0.45552518358209504,0.1878692262538561
q10144,11,0.8181818181818182,26.0,22.0,11.687600266949582,0.3691858613266428,-0.004528681973704884,-0.37371454330034765
q10145,15,0.6,25.6,16.0,22.427024514443026,-0.8491729866542035,-0.03798714492321749,0.811185841730986
q10146,18,0.3333333333333333,25.444444444444443,25.0,12.24851598320587,-2.3382782452974595,-0.0509987694035838,2.2872794758938757
q10147,21,0.3333333333333333,28.0,24.0,17.08215443086732,-2.3382782452974595,0.16276363277385875,2.501041878071318
q10148,27,0.4074074074074074,24.25925925925926,23.0,11.206428761387171,-1.9246378956743329,-0.15013495592065837,1.7745029397536745
q10149,10,0.7,36.2,23.0,29.70521839677332,-0.29075851466298264,0.8486621232388698,1.1394206379018526
q1015,42,0.8333333333333334,16.61904761904762,16.0,4.777755269194024,0.4537941146586459,-0.7892093011468008,-1.2430034158054466
q10150,14,0.42857142857142855,24.071428571428573,18.5,16.08374375532056,-1.806454938639154,-0.16584627119456968,1.6406086674445843
q10151,13,1.0,22.76923076923077,19.0,15.183070869413772,1.3844849013106808,-0.2747701134889999,-1.6592550147996807
q10152,17,0.8823529411764706,27.470588235294116,24.0,14.908544727180885,0.7275266989680677,0.11848037298773881,-0.6090463259803288
q10153,11,0.7272727272727273,24.636363636363637,21.0,13.298667055556562,-0.13846365866537652,-0.11859162384704369,0.01987203481833283
q10154,11,0.8181818181818182,39.27272727272727,35.0,28.80309326822697,0.3691858613266428,1.1056839522601265,0.7364980909334837
q10155,16,1.0,18.9375,12.0,19.471239474328968,1.3844849013106808,-0.5952796684260389,-1.9797645697367197
q10156,13,0.5384615384615384,16.23076923076923,15.0,7.7260797104552115,-1.1928126617257242,-0.8216872963175734,0.3711253654081508
q10157,13,0.6923076923076923,28.23076923076923,27.0,23.302910569833138,-0.33371347404692253,0.18206659216780832,0.5157800662147308
q10158,11,0.6363636363636364,23.636363636363637,18.0,18.238819738528736,-0.6461131786573958,-0.2022377812208255,0.44387539743657034
q10159,17,0.7058823529411765,19.705882352941178,16.0,9.392581553294818,-0.25791060454585146,-0.5310074372086844,-0.2730968326628329
q1016,30,0.9,18.033333333333335,18.0,4.012766981843664,0.8260704293194598,-0.6709097357181665,-1.4969801650376264
q10160,16,0.5625,23.6875,19.5,11.545381471971089,-1.0585784136509113,-0.1979604209005753,0.860617992750336
q10161,14,0.9285714285714286,24.785714285714285,14.5,19.446884549493234,0.9856174213169516,-0.10609901592758288,-1.0917164372445345
q10162,18,0.8333333333333334,19.5,18.5,9.451112601792696,0.4537941146586459,-0.5482287049032867,-1.0020228195619325
q10163,16,0.625,29.9375,21.0,18.649285062257302,-0.7095693686563982,0.32482806268556097,1.0343974313419593
q10164,17,0.4117647058823529,28.11764705882353,29.0,12.633696771636046,-1.9003061104023844,0.17260435717077421,2.0729104675731587
q10165,15,0.4,23.533333333333335,20.0,12.988273099039692,-1.9660019306366454,-0.21085587016236654,1.7551460604742788
q10166,15,1.0,23.2,22.0,13.369474826740843,1.3844849013106808,-0.238737922620294,-1.6232228239309747
q10167,11,0.7272727272727273,32.90909090909091,28.0,27.98733479792081,-0.13846365866537652,0.5733902235178783,0.7118538821832547
q10168,14,0.8571428571428571,24.571428571428573,23.5,14.674490087926712,0.5867499413232219,-0.12402319250767876,-0.7107731338309007
q10169,9,0.8888888888888888,23.77777777777778,27.0,10.317191693694776,0.7640243768759905,-0.19040903169321996,-0.9544334085692104
q1017,52,0.8269230769230769,19.307692307692307,18.0,6.676086858827282,0.4179983151720287,-0.5643145043982448,-0.9823128195702735
q10170,18,0.7222222222222222,21.166666666666668,19.0,14.03042911590628,-0.1666664097760444,-0.4088184426136502,-0.24215203283760578
q10171,13,0.6153846153846154,26.846153846153847,23.0,11.950217249393097,-0.763263067886323,0.06624883580411053,0.8295119036904336
q10172,16,0.6875,33.8125,35.0,15.770093003319078,-0.360560323661885,0.6489569225089655,1.0095172461708506
q10173,9,0.7777777777777778,22.666666666666668,22.0,11.269427669584646,0.14356385244130074,-0.28334920655297746,-0.4269130589942782
q10174,6,0.8333333333333334,36.5,41.5,14.570518178843194,0.4537941146586459,0.8737559704510041,0.4199618557923582
q10175,15,0.6,14.266666666666667,12.0,6.419464448809091,-0.8491729866542035,-0.9859769284927447,-0.13680394183854117
q10176,18,0.8333333333333334,27.333333333333332,20.5,22.210225519950463,0.4537941146586459,0.1069995278580041,-0.3467945868006418
q10177,8,0.75,31.25,21.5,22.726636354727024,-0.011551278667371843,0.4346136442386496,0.44616492290602144
q10179,18,0.6111111111111112,24.27777777777778,21.0,14.660092109314823,-0.7871269342107341,-0.14858595300632904,0.6385409812044051
q1018,37,0.8648648648648649,14.864864864864865,14.0,3.189933490791881,0.6298707499711932,-0.9359399478655456,-1.5658106978367388
q10180,7,1.0,16.0,17.0,4.725815626252608,1.3844849013106808,-0.840990255711523,-2.2254751570222036
q10181,18,0.7222222222222222,23.833333333333332,21.0,13.325120019324848,-0.1666664097760444,-0.18576202295023223,-0.019095613174187814
q10182,11,0.9090909090909091,26.09090909090909,25.0,12.389144808698827,0.8768353813186615,0.0030755141511842905,-0.8737598671674771
q10183,5,0.8,11.2,11.0,4.658325879540846,0.26765595732823894,-1.2424918111056757,-1.5101477684339146
q10184,18,0.7777777777777778,21.5,17.5,13.147354911786271,0.14356385244130074,-0.380936390155723,-0.5245002425970238
q10185,12,0.4166666666666667,39.25,39.0,23.475809599748345,-1.8729328519714419,1.1037829032289042,2.9767157552003463
q10186,20,0.55,30.8,32.5,17.294964280786594,-1.1283802226498136,0.39697287342044785,1.5253530960702615
q10187,12,0.5833333333333334,26.083333333333332,27.0,14.926841797935893,-0.9422420653194067,0.002441831140776835,0.9446838964601835
q10188,14,0.7142857142857143,20.0,16.0,14.884168150705015,-0.2109850186642364,-0.5064056262163957,-0.2954206075521593
q10189,14,0.8571428571428571,29.428571428571427,27.0,15.052289811567826,0.5867499413232219,0.2822581433078326,-0.3044917980153893
q1019,42,0.6666666666666666,17.714285714285715,16.0,7.36930255920187,-0.4768966719933896,-0.6975968430707541,-0.2207001710773645
q10190,11,0.45454545454545453,31.90909090909091,26.0,19.054944478819902,-1.6614122186414342,0.48974406614409677,2.151156284785531
q10191,12,0.5,20.0,20.0,10.009086780611813,-1.4075874586454244,-0.5064056262163957,0.9011818324290287
q10192,12,0.9166666666666666,29.833333333333332,25.5,26.79156357489945,0.919139507984663,0.3161149212924586,-0.6030245866922044
q10193,8,0.625,28.125,28.5,9.093757670590776,-0.7095693686563982,0.17321940244558146,0.8827887711019796
q10194,17,0.47058823529411764,36.529411764705884,31.0,21.963371915130725,-1.5718270092310778,0.8762161515502331,2.448043160781311
q10195,12,0.75,27.083333333333332,23.0,16.098889477980848,-0.011551278667371843,0.08608798851455865,0.0976392671819305
q10196,11,0.7272727272727273,24.454545454545453,19.0,12.003029920512873,-0.13846365866537652,-0.13380001609682232,0.004663642568554199
q10197,17,0.4117647058823529,27.647058823529413,24.0,12.190883768571643,-1.9003061104023844,0.13324145958311231,2.0335475699854966
q10198,10,0.9,22.8,16.0,26.41884849034029,0.8260704293194598,-0.27219638556980663,-1.0982668148892665
q10199,16,0.625,36.5,28.0,24.589970855343985,-0.7095693686563982,0.8737559704510041,1.5833253391074023
q102,15,0.7333333333333333,20.0,21.0,3.3594217189442426,-0.10462035733257564,-0.5064056262163957,-0.4017852688838201
q10200,12,0.75,38.5,36.0,23.380255850532592,-0.011551278667371843,1.0410482851985676,1.0525995638659396
q10201,13,0.9230769230769231,27.615384615384617,26.0,13.313767695750526,0.9549353074712802,0.13059203378394277,-0.8243432736873374
q10202,16,0.8125,20.625,16.5,11.7011395456454,0.3374577663271413,-0.4541267778577821,-0.7915845441849234
q10203,16,0.5,48.5,35.5,30.43901005836644,-1.4075874586454244,1.877509858936386,3.28509731758181
q10204,15,0.4666666666666667,31.266666666666666,30.0,18.491181939611366,-1.5937256159758315,0.4360077468615459,2.0297333628373773
q10205,19,0.42105263157894735,21.473684210526315,16.0,13.586629134118226,-1.8484409891648097,-0.3831376048234542,1.4653033843413554
q10206,13,0.6153846153846154,27.153846153846153,22.0,18.823062777021498,-0.763263067886323,0.09198611499604331,0.8552491828823663
q10207,6,0.6666666666666666,16.0,15.0,2.5298221281347035,-0.4768966719933896,-0.840990255711523,-0.3640935837181334
q10208,8,1.0,15.0,12.5,8.89622712968015,1.3844849013106808,-0.9246364130853048,-2.3091213143959854
q10209,16,0.875,18.3125,14.0,14.457841009869579,0.6864668113216544,-0.6475585167846526,-1.334025328106307
q1021,16,1.0,15.25,15.0,2.0493901531919194,1.3844849013106808,-0.9037248737418593,-2.28820977505254
q10210,13,0.7692307692307693,17.384615384615383,18.0,10.356467074075516,0.0958361197924786,-0.7251724993478252,-0.8210086191403039
q10211,11,0.7272727272727273,24.636363636363637,23.0,16.58476847756837,-0.13846365866537652,-0.11859162384704369,0.01987203481833283
q10212,9,0.6666666666666666,21.22222222222222,23.0,11.935009193312105,-0.4768966719933896,-0.40417143387066246,0.07272523812272713
q10213,20,0.45,24.5,21.5,13.865899101563405,-1.6867946946410348,-0.1299979180343776,1.5567967766066573
q10214,9,0.4444444444444444,39.22222222222222,37.0,25.931533785035633,-1.7178177208627696,1.1014593988574102,2.81927711972018
q10215,21,0.8571428571428571,19.904761904761905,16.0,10.202474023023838,0.5867499413232219,-0.5143719269186606,-1.1011218682418824
